Entity,Year,Total energy consumption,Total energy consumption from coal,Total energy consumption from natural gas,"Total energy consumption from nuclear, renewables, and other",Total energy consumption from petroleum and other liquids
INTL.4415-2-IRN-QBTU.A,1991,,,,,2.258
INTL.4415-2-IRN-QBTU.A,1992,,,,,2.285
INTL.4415-2-IRN-QBTU.A,1993,,,,,2.337
INTL.4415-2-IRN-QBTU.A,1994,,,,,2.363
INTL.4415-2-IRN-QBTU.A,1995,,,,,2.386
INTL.4415-2-IRN-QBTU.A,1996,,,,,2.342
INTL.4415-2-IRN-QBTU.A,1997,,,,,2.551
INTL.4415-2-IRN-QBTU.A,1998,,,,,2.527
INTL.4415-2-IRN-QBTU.A,1999,,,,,2.276
INTL.4415-2-IRN-QBTU.A,2000,,,,,2.708
INTL.4415-2-IRN-QBTU.A,2001,,,,,2.851
INTL.4415-2-IRN-QBTU.A,2002,,,,,2.823
INTL.4415-2-IRN-QBTU.A,2003,,,,,2.908
INTL.4415-2-IRN-QBTU.A,2004,,,,,3.063
INTL.4415-2-IRN-QBTU.A,2005,,,,,3.203
INTL.4415-2-IRN-QBTU.A,2006,,,,,3.486
INTL.4415-2-IRN-QBTU.A,2007,,,,,3.596
INTL.4415-2-IRN-QBTU.A,2008,,,,,3.772
INTL.4415-2-IRN-QBTU.A,2009,,,,,3.905
INTL.4415-2-IRN-QBTU.A,2010,,,,,3.68
INTL.4415-2-IRN-QBTU.A,2011,,,,,3.464
INTL.4415-2-IRN-QBTU.A,2012,,,,,3.825
INTL.4415-2-IRN-QBTU.A,2013,,,,,3.923
INTL.4415-2-IRN-QBTU.A,2014,,,,,3.961
INTL.4415-2-IRN-QBTU.A,2015,,,,,3.635
INTL.4415-2-IRN-QBTU.A,2016,,,,,3.51
INTL.4415-2-IRN-QBTU.A,2017,,,,,3.654
INTL.4415-2-IRQ-QBTU.A,1980,,,,,0.457
INTL.4415-2-IRQ-QBTU.A,1981,,,,,0.45
INTL.4415-2-IRQ-QBTU.A,1982,,,,,0.431
INTL.4415-2-IRQ-QBTU.A,1983,,,,,0.525
INTL.4415-2-IRQ-QBTU.A,1984,,,,,0.506
INTL.4415-2-IRQ-QBTU.A,1985,,,,,0.542
INTL.4415-2-IRQ-QBTU.A,1986,,,,,0.586
INTL.4415-2-IRQ-QBTU.A,1987,,,,,0.594
INTL.4415-2-IRQ-QBTU.A,1988,,,,,0.668
INTL.4415-2-IRQ-QBTU.A,1989,,,,,0.726
INTL.4415-2-IRQ-QBTU.A,1990,,,,,0.828
INTL.4415-2-IRQ-QBTU.A,1991,,,,,0.555
INTL.4415-2-IRQ-QBTU.A,1992,,,,,0.724
INTL.4415-2-IRQ-QBTU.A,1993,,,,,0.862
INTL.4415-2-IRQ-QBTU.A,1994,,,,,0.978
INTL.4415-2-IRQ-QBTU.A,1995,,,,,1.004
INTL.4415-2-IRQ-QBTU.A,1996,,,,,0.998
INTL.4415-2-IRQ-QBTU.A,1997,,,,,0.92
INTL.4415-2-IRQ-QBTU.A,1998,,,,,0.937
INTL.4415-2-IRQ-QBTU.A,1999,,,,,0.947
INTL.4415-2-IRQ-QBTU.A,2000,,,,,0.886
INTL.4415-2-IRQ-QBTU.A,2001,,,,,0.914
INTL.4415-2-IRQ-QBTU.A,2002,,,,,0.948
INTL.4415-2-IRQ-QBTU.A,2003,,,,,0.774
INTL.4415-2-IRQ-QBTU.A,2004,,,,,0.939
INTL.4415-2-IRQ-QBTU.A,2005,,,,,0.981
INTL.4415-2-IRQ-QBTU.A,2006,,,,,0.942
INTL.4415-2-IRQ-QBTU.A,2007,,,,,0.868
INTL.4415-2-IRQ-QBTU.A,2008,,,,,0.984
INTL.4415-2-IRQ-QBTU.A,2009,,,,,1.222
INTL.4415-2-IRQ-QBTU.A,2010,,,,,1.246
INTL.4415-2-IRQ-QBTU.A,2011,,,,,1.312
INTL.4415-2-IRQ-QBTU.A,2012,,,,,1.527
INTL.4415-2-IRQ-QBTU.A,2013,,,,,1.598
INTL.4415-2-IRQ-QBTU.A,2014,,,,,1.56
INTL.4415-2-IRQ-QBTU.A,2015,,,,,1.329
INTL.4415-2-IRQ-QBTU.A,2016,,,,,1.655
INTL.4415-2-IRQ-QBTU.A,2017,,,,,1.714
INTL.4415-2-ISL-QBTU.A,1980,,,,,0.023
INTL.4415-2-ISL-QBTU.A,1981,,,,,0.021
INTL.4415-2-ISL-QBTU.A,1982,,,,,0.019
INTL.4415-2-ISL-QBTU.A,1983,,,,,0.021
INTL.4415-2-ISL-QBTU.A,1984,,,,,0.023
INTL.4415-2-ISL-QBTU.A,1985,,,,,0.023
INTL.4415-2-ISL-QBTU.A,1986,,,,,0.023
INTL.4415-2-ISL-QBTU.A,1987,,,,,0.025
INTL.4415-2-ISL-QBTU.A,1988,,,,,0.026
INTL.4415-2-ISL-QBTU.A,1989,,,,,0.028
INTL.4415-2-ISL-QBTU.A,1990,,,,,0.028
INTL.4415-2-ISL-QBTU.A,1991,,,,,0.026
INTL.4415-2-ISL-QBTU.A,1992,,,,,0.028
INTL.4415-2-ISL-QBTU.A,1993,,,,,0.029
INTL.4415-2-ISL-QBTU.A,1994,,,,,0.033
INTL.4415-2-ISL-QBTU.A,1995,,,,,0.03
INTL.4415-2-ISL-QBTU.A,1996,,,,,0.034
INTL.4415-2-ISL-QBTU.A,1997,,,,,0.033
INTL.4415-2-ISL-QBTU.A,1998,,,,,0.034
INTL.4415-2-ISL-QBTU.A,1999,,,,,0.034
INTL.4415-2-ISL-QBTU.A,2000,,,,,0.034
INTL.4415-2-ISL-QBTU.A,2001,,,,,0.033
INTL.4415-2-ISL-QBTU.A,2002,,,,,0.034
INTL.4415-2-ISL-QBTU.A,2003,,,,,0.034
INTL.4415-2-ISL-QBTU.A,2004,,,,,0.035
INTL.4415-2-ISL-QBTU.A,2005,,,,,0.036
INTL.4415-2-ISL-QBTU.A,2006,,,,,0.037
INTL.4415-2-ISL-QBTU.A,2007,,,,,0.037
INTL.4415-2-ISL-QBTU.A,2008,,,,,0.034
INTL.4415-2-ISL-QBTU.A,2009,,,,,0.032
INTL.4415-2-ISL-QBTU.A,2010,,,,,0.03
INTL.4415-2-ISL-QBTU.A,2011,,,,,0.03
INTL.4415-2-ISL-QBTU.A,2012,,,,,0.03
INTL.4415-2-ISL-QBTU.A,2013,,,,,0.031
INTL.4415-2-ISL-QBTU.A,2014,,,,,0.033
INTL.4415-2-ISL-QBTU.A,2015,,,,,0.036
INTL.4415-2-ISL-QBTU.A,2016,,,,,0.04
INTL.4415-2-ISL-QBTU.A,2017,,,,,0.044
INTL.4415-2-ISR-QBTU.A,1980,,,,,0.351
INTL.4415-2-ISR-QBTU.A,1981,,,,,0.356
INTL.4415-2-ISR-QBTU.A,1982,,,,,0.352
INTL.4415-2-ISR-QBTU.A,1983,,,,,0.326
INTL.4415-2-ISR-QBTU.A,1984,,,,,0.269
INTL.4415-2-ISR-QBTU.A,1985,,,,,0.282
INTL.4415-2-ISR-QBTU.A,1986,,,,,0.304
INTL.4415-2-ISR-QBTU.A,1987,,,,,0.336
INTL.4415-2-ISR-QBTU.A,1988,,,,,0.36
INTL.4415-2-ISR-QBTU.A,1989,,,,,0.369
INTL.4415-2-ISR-QBTU.A,1990,,,,,0.381
INTL.4415-2-ISR-QBTU.A,1991,,,,,0.383
INTL.4415-2-ISR-QBTU.A,1992,,,,,0.384
INTL.4415-2-ISR-QBTU.A,1993,,,,,0.423
INTL.4415-2-ISR-QBTU.A,1994,,,,,0.45
INTL.4415-2-ISR-QBTU.A,1995,,,,,0.482
INTL.4415-2-ISR-QBTU.A,1996,,,,,0.467
INTL.4415-2-ISR-QBTU.A,1997,,,,,0.483
INTL.4415-2-ISR-QBTU.A,1998,,,,,0.475
INTL.4415-2-ISR-QBTU.A,1999,,,,,0.491
INTL.4415-2-ISR-QBTU.A,2000,,,,,0.528
INTL.4415-2-ISR-QBTU.A,2001,,,,,0.488
INTL.4415-2-ISR-QBTU.A,2002,,,,,0.518
INTL.4415-2-ISR-QBTU.A,2003,,,,,0.531
INTL.4415-2-ISR-QBTU.A,2004,,,,,0.517
INTL.4415-2-ISR-QBTU.A,2005,,,,,0.483
INTL.4415-2-ISR-QBTU.A,2006,,,,,0.502
INTL.4415-2-ISR-QBTU.A,2007,,,,,0.515
INTL.4415-2-ISR-QBTU.A,2008,,,,,0.507
INTL.4415-2-ISR-QBTU.A,2009,,,,,0.475
INTL.4415-2-ISR-QBTU.A,2010,,,,,0.514
INTL.4415-2-ISR-QBTU.A,2011,,,,,0.506
INTL.4415-2-ISR-QBTU.A,2012,,,,,0.605
INTL.4415-2-ISR-QBTU.A,2013,,,,,0.487
INTL.4415-2-ISR-QBTU.A,2014,,,,,0.44
INTL.4415-2-ISR-QBTU.A,2015,,,,,0.469
INTL.4415-2-ISR-QBTU.A,2016,,,,,0.478
INTL.4415-2-ISR-QBTU.A,2017,,,,,0.497
INTL.4415-2-ITA-QBTU.A,1980,,,,,4.167
INTL.4415-2-ITA-QBTU.A,1981,,,,,4.042
INTL.4415-2-ITA-QBTU.A,1982,,,,,3.846
INTL.4415-2-ITA-QBTU.A,1983,,,,,3.771
INTL.4415-2-ITA-QBTU.A,1984,,,,,3.644
INTL.4415-2-ITA-QBTU.A,1985,,,,,3.597
INTL.4415-2-ITA-QBTU.A,1986,,,,,3.653
INTL.4415-2-ITA-QBTU.A,1987,,,,,3.823
INTL.4415-2-ITA-QBTU.A,1988,,,,,3.861
INTL.4415-2-ITA-QBTU.A,1989,,,,,3.996
INTL.4415-2-ITA-QBTU.A,1990,,,,,3.93
INTL.4415-2-ITA-QBTU.A,1991,,,,,3.894
INTL.4415-2-ITA-QBTU.A,1992,,,,,3.984
INTL.4415-2-ITA-QBTU.A,1993,,,,,3.955
INTL.4415-2-ITA-QBTU.A,1994,,,,,3.908
INTL.4415-2-ITA-QBTU.A,1995,,,,,4.06
INTL.4415-2-ITA-QBTU.A,1996,,,,,4.019
INTL.4415-2-ITA-QBTU.A,1997,,,,,4.036
INTL.4415-2-ITA-QBTU.A,1998,,,,,4.053
INTL.4415-2-ITA-QBTU.A,1999,,,,,3.925
INTL.4415-2-ITA-QBTU.A,2000,,,,,3.852
INTL.4415-2-ITA-QBTU.A,2001,,,,,3.805
INTL.4415-2-ITA-QBTU.A,2002,,,,,3.893
INTL.4415-2-ITA-QBTU.A,2003,,,,,3.871
INTL.4415-2-ITA-QBTU.A,2004,,,,,3.803
INTL.4415-2-ITA-QBTU.A,2005,,,,,3.688
INTL.4415-2-ITA-QBTU.A,2006,,,,,3.687
INTL.4415-2-ITA-QBTU.A,2007,,,,,3.585
INTL.4415-2-ITA-QBTU.A,2008,,,,,3.464
INTL.4415-2-ITA-QBTU.A,2009,,,,,3.188
INTL.4415-2-ITA-QBTU.A,2010,,,,,3.182
INTL.4415-2-ITA-QBTU.A,2011,,,,,3.072
INTL.4415-2-ITA-QBTU.A,2012,,,,,2.822
INTL.4415-2-ITA-QBTU.A,2013,,,,,2.578
INTL.4415-2-ITA-QBTU.A,2014,,,,,2.592
INTL.4415-2-ITA-QBTU.A,2015,,,,,2.609
INTL.4415-2-ITA-QBTU.A,2016,,,,,2.543
INTL.4415-2-ITA-QBTU.A,2017,,,,,2.551
INTL.4415-2-JAM-QBTU.A,1980,,,,,0.114
INTL.4415-2-JAM-QBTU.A,1981,,,,,0.099
INTL.4415-2-JAM-QBTU.A,1982,,,,,0.084
INTL.4415-2-JAM-QBTU.A,1983,,,,,0.088
INTL.4415-2-JAM-QBTU.A,1984,,,,,0.075
INTL.4415-2-JAM-QBTU.A,1985,,,,,0.067
INTL.4415-2-JAM-QBTU.A,1986,,,,,0.066
INTL.4415-2-JAM-QBTU.A,1987,,,,,0.072
INTL.4415-2-JAM-QBTU.A,1988,,,,,0.082
INTL.4415-2-JAM-QBTU.A,1989,,,,,0.094
INTL.4415-2-JAM-QBTU.A,1990,,,,,0.098
INTL.4415-2-JAM-QBTU.A,1991,,,,,0.103
INTL.4415-2-JAM-QBTU.A,1992,,,,,0.111
INTL.4415-2-JAM-QBTU.A,1993,,,,,0.113
INTL.4415-2-JAM-QBTU.A,1994,,,,,0.117
INTL.4415-2-JAM-QBTU.A,1995,,,,,0.131
INTL.4415-2-JAM-QBTU.A,1996,,,,,0.134
INTL.4415-2-JAM-QBTU.A,1997,,,,,0.14
INTL.4415-2-JAM-QBTU.A,1998,,,,,0.144
INTL.4415-2-JAM-QBTU.A,1999,,,,,0.147
INTL.4415-2-JAM-QBTU.A,2000,,,,,0.144
INTL.4415-2-JAM-QBTU.A,2001,,,,,0.147
INTL.4415-2-JAM-QBTU.A,2002,,,,,0.145
INTL.4415-2-JAM-QBTU.A,2003,,,,,0.151
INTL.4415-2-JAM-QBTU.A,2004,,,,,0.148
INTL.4415-2-JAM-QBTU.A,2005,,,,,0.153
INTL.4415-2-JAM-QBTU.A,2006,,,,,0.175
INTL.4415-2-JAM-QBTU.A,2007,,,,,0.179
INTL.4415-2-JAM-QBTU.A,2008,,,,,0.151
INTL.4415-2-JAM-QBTU.A,2009,,,,,0.118
INTL.4415-2-JAM-QBTU.A,2010,,,,,0.108
INTL.4415-2-JAM-QBTU.A,2011,,,,,0.114
INTL.4415-2-JAM-QBTU.A,2012,,,,,0.106
INTL.4415-2-JAM-QBTU.A,2013,,,,,0.116
INTL.4415-2-JAM-QBTU.A,2014,,,,,0.114
INTL.4415-2-JAM-QBTU.A,2015,,,,,0.117
INTL.4415-2-JAM-QBTU.A,2016,,,,,0.121
INTL.4415-2-JAM-QBTU.A,2017,,,,,0.112
INTL.4415-2-JOR-QBTU.A,1980,,,,,0.078
INTL.4415-2-JOR-QBTU.A,1981,,,,,0.092
INTL.4415-2-JOR-QBTU.A,1982,,,,,0.105
INTL.4415-2-JOR-QBTU.A,1983,,,,,0.111
INTL.4415-2-JOR-QBTU.A,1984,,,,,0.118
INTL.4415-2-JOR-QBTU.A,1985,,,,,0.122
INTL.4415-2-JOR-QBTU.A,1986,,,,,0.13
INTL.4415-2-JOR-QBTU.A,1987,,,,,0.14
INTL.4415-2-JOR-QBTU.A,1988,,,,,0.131
INTL.4415-2-JOR-QBTU.A,1989,,,,,0.132
INTL.4415-2-JOR-QBTU.A,1990,,,,,0.139
INTL.4415-2-JOR-QBTU.A,1991,,,,,0.131
INTL.4415-2-JOR-QBTU.A,1992,,,,,0.154
INTL.4415-2-JOR-QBTU.A,1993,,,,,0.151
INTL.4415-2-JOR-QBTU.A,1994,,,,,0.172
INTL.4415-2-JOR-QBTU.A,1995,,,,,0.179
INTL.4415-2-JOR-QBTU.A,1996,,,,,0.195
INTL.4415-2-JOR-QBTU.A,1997,,,,,0.186
INTL.4415-2-JOR-QBTU.A,1998,,,,,0.201
INTL.4415-2-JOR-QBTU.A,1999,,,,,0.202
INTL.4415-2-JOR-QBTU.A,2000,,,,,0.214
INTL.4415-2-JOR-QBTU.A,2001,,,,,0.205
INTL.4415-2-JOR-QBTU.A,2002,,,,,0.215
INTL.4415-2-JOR-QBTU.A,2003,,,,,0.221
INTL.4415-2-JOR-QBTU.A,2004,,,,,0.215
INTL.4415-2-JOR-QBTU.A,2005,,,,,0.233
INTL.4415-2-JOR-QBTU.A,2006,,,,,0.218
INTL.4415-2-JOR-QBTU.A,2007,,,,,0.214
INTL.4415-2-JOR-QBTU.A,2008,,,,,0.193
INTL.4415-2-JOR-QBTU.A,2009,,,,,0.2
INTL.4415-2-JOR-QBTU.A,2010,,,,,0.22
INTL.4415-2-JOR-QBTU.A,2011,,,,,0.271
INTL.4415-2-JOR-QBTU.A,2012,,,,,0.302
INTL.4415-2-JOR-QBTU.A,2013,,,,,0.289
INTL.4415-2-JOR-QBTU.A,2014,,,,,0.324
INTL.4415-2-JOR-QBTU.A,2015,,,,,0.278
INTL.4415-2-JOR-QBTU.A,2016,,,,,0.234
INTL.4415-2-JOR-QBTU.A,2017,,,,,0.258
INTL.4415-2-JPN-QBTU.A,1980,,,,,10.735
INTL.4415-2-JPN-QBTU.A,1981,,,,,10.418
INTL.4415-2-JPN-QBTU.A,1982,,,,,9.775
INTL.4415-2-JPN-QBTU.A,1983,,,,,9.411
INTL.4415-2-JPN-QBTU.A,1984,,,,,9.609
INTL.4415-2-JPN-QBTU.A,1985,,,,,9.07
INTL.4415-2-JPN-QBTU.A,1986,,,,,9.185
INTL.4415-2-JPN-QBTU.A,1987,,,,,9.305
INTL.4415-2-JPN-QBTU.A,1988,,,,,9.96
INTL.4415-2-JPN-QBTU.A,1989,,,,,10.346
INTL.4415-2-JPN-QBTU.A,1990,,,,,10.697
INTL.4415-2-JPN-QBTU.A,1991,,,,,10.756
INTL.4415-2-JPN-QBTU.A,1992,,,,,10.968
INTL.4415-2-JPN-QBTU.A,1993,,,,,10.724
INTL.4415-2-JPN-QBTU.A,1994,,,,,11.266
INTL.4415-2-JPN-QBTU.A,1995,,,,,11.309
INTL.4415-2-JPN-QBTU.A,1996,,,,,11.416
INTL.4415-2-JPN-QBTU.A,1997,,,,,11.291
INTL.4415-2-JPN-QBTU.A,1998,,,,,10.875
INTL.4415-2-JPN-QBTU.A,1999,,,,,11.155
INTL.4415-2-JPN-QBTU.A,2000,,,,,10.915
INTL.4415-2-JPN-QBTU.A,2001,,,,,10.682
INTL.4415-2-JPN-QBTU.A,2002,,,,,10.506
INTL.4415-2-JPN-QBTU.A,2003,,,,,10.754
INTL.4415-2-JPN-QBTU.A,2004,,,,,10.517
INTL.4415-2-JPN-QBTU.A,2005,,,,,10.503
INTL.4415-2-JPN-QBTU.A,2006,,,,,10.22
INTL.4415-2-JPN-QBTU.A,2007,,,,,9.939
INTL.4415-2-JPN-QBTU.A,2008,,,,,9.489
INTL.4415-2-JPN-QBTU.A,2009,,,,,8.608
INTL.4415-2-JPN-QBTU.A,2010,,,,,8.764
INTL.4415-2-JPN-QBTU.A,2011,,,,,8.81
INTL.4415-2-JPN-QBTU.A,2012,,,,,9.424
INTL.4415-2-JPN-QBTU.A,2013,,,,,9.08
INTL.4415-2-JPN-QBTU.A,2014,,,,,8.603
INTL.4415-2-JPN-QBTU.A,2015,,,,,8.371
INTL.4415-2-JPN-QBTU.A,2016,,,,,8.127
INTL.4415-2-JPN-QBTU.A,2017,,,,,7.918
INTL.4415-2-KAZ-QBTU.A,1980,,,,,--
INTL.4415-2-KAZ-QBTU.A,1981,,,,,--
INTL.4415-2-KAZ-QBTU.A,1982,,,,,--
INTL.4415-2-KAZ-QBTU.A,1983,,,,,--
INTL.4415-2-KAZ-QBTU.A,1984,,,,,--
INTL.4415-2-KAZ-QBTU.A,1985,,,,,--
INTL.4415-2-KAZ-QBTU.A,1986,,,,,--
INTL.4415-2-KAZ-QBTU.A,1987,,,,,--
INTL.4415-2-KAZ-QBTU.A,1988,,,,,--
INTL.4415-2-KAZ-QBTU.A,1989,,,,,--
INTL.4415-2-KAZ-QBTU.A,1990,,,,,--
INTL.4415-2-KAZ-QBTU.A,1991,,,,,--
INTL.4415-2-KAZ-QBTU.A,1992,,,,,0.85
INTL.4415-2-KAZ-QBTU.A,1993,,,,,0.709
INTL.4415-2-KAZ-QBTU.A,1994,,,,,0.623
INTL.4415-2-KAZ-QBTU.A,1995,,,,,0.56
INTL.4415-2-KAZ-QBTU.A,1996,,,,,0.511
INTL.4415-2-KAZ-QBTU.A,1997,,,,,0.455
INTL.4415-2-KAZ-QBTU.A,1998,,,,,0.413
INTL.4415-2-KAZ-QBTU.A,1999,,,,,0.31
INTL.4415-2-KAZ-QBTU.A,2000,,,,,0.343
INTL.4415-2-KAZ-QBTU.A,2001,,,,,0.33
INTL.4415-2-KAZ-QBTU.A,2002,,,,,0.356
INTL.4415-2-KAZ-QBTU.A,2003,,,,,0.369
INTL.4415-2-KAZ-QBTU.A,2004,,,,,0.384
INTL.4415-2-KAZ-QBTU.A,2005,,,,,0.417
INTL.4415-2-KAZ-QBTU.A,2006,,,,,0.437
INTL.4415-2-KAZ-QBTU.A,2007,,,,,0.467
INTL.4415-2-KAZ-QBTU.A,2008,,,,,0.537
INTL.4415-2-KAZ-QBTU.A,2009,,,,,0.408
INTL.4415-2-KAZ-QBTU.A,2010,,,,,0.479
INTL.4415-2-KAZ-QBTU.A,2011,,,,,0.553
INTL.4415-2-KAZ-QBTU.A,2012,,,,,0.502
INTL.4415-2-KAZ-QBTU.A,2013,,,,,0.507
INTL.4415-2-KAZ-QBTU.A,2014,,,,,0.505
INTL.4415-2-KAZ-QBTU.A,2015,,,,,0.627
INTL.4415-2-KAZ-QBTU.A,2016,,,,,0.68
INTL.4415-2-KAZ-QBTU.A,2017,,,,,0.641
INTL.4415-2-KEN-QBTU.A,1980,,,,,0.087
INTL.4415-2-KEN-QBTU.A,1981,,,,,0.082
INTL.4415-2-KEN-QBTU.A,1982,,,,,0.082
INTL.4415-2-KEN-QBTU.A,1983,,,,,0.078
INTL.4415-2-KEN-QBTU.A,1984,,,,,0.076
INTL.4415-2-KEN-QBTU.A,1985,,,,,0.078
INTL.4415-2-KEN-QBTU.A,1986,,,,,0.082
INTL.4415-2-KEN-QBTU.A,1987,,,,,0.072
INTL.4415-2-KEN-QBTU.A,1988,,,,,0.081
INTL.4415-2-KEN-QBTU.A,1989,,,,,0.088
INTL.4415-2-KEN-QBTU.A,1990,,,,,0.088
INTL.4415-2-KEN-QBTU.A,1991,,,,,0.077
INTL.4415-2-KEN-QBTU.A,1992,,,,,0.086
INTL.4415-2-KEN-QBTU.A,1993,,,,,0.088
INTL.4415-2-KEN-QBTU.A,1994,,,,,0.091
INTL.4415-2-KEN-QBTU.A,1995,,,,,0.097
INTL.4415-2-KEN-QBTU.A,1996,,,,,0.101
INTL.4415-2-KEN-QBTU.A,1997,,,,,0.093
INTL.4415-2-KEN-QBTU.A,1998,,,,,0.107
INTL.4415-2-KEN-QBTU.A,1999,,,,,0.108
INTL.4415-2-KEN-QBTU.A,2000,,,,,0.132
INTL.4415-2-KEN-QBTU.A,2001,,,,,0.123
INTL.4415-2-KEN-QBTU.A,2002,,,,,0.117
INTL.4415-2-KEN-QBTU.A,2003,,,,,0.105
INTL.4415-2-KEN-QBTU.A,2004,,,,,0.118
INTL.4415-2-KEN-QBTU.A,2005,,,,,0.132
INTL.4415-2-KEN-QBTU.A,2006,,,,,0.146
INTL.4415-2-KEN-QBTU.A,2007,,,,,0.146
INTL.4415-2-KEN-QBTU.A,2008,,,,,0.15
INTL.4415-2-KEN-QBTU.A,2009,,,,,0.172
INTL.4415-2-KEN-QBTU.A,2010,,,,,0.177
INTL.4415-2-KEN-QBTU.A,2011,,,,,0.183
INTL.4415-2-KEN-QBTU.A,2012,,,,,0.17
INTL.4415-2-KEN-QBTU.A,2013,,,,,0.182
INTL.4415-2-KEN-QBTU.A,2014,,,,,0.184
INTL.4415-2-KEN-QBTU.A,2015,,,,,0.215
INTL.4415-2-KEN-QBTU.A,2016,,,,,0.233
INTL.4415-2-KEN-QBTU.A,2017,,,,,0.237
INTL.4415-2-KGZ-QBTU.A,1980,,,,,--
INTL.4415-2-KGZ-QBTU.A,1981,,,,,--
INTL.4415-2-KGZ-QBTU.A,1982,,,,,--
INTL.4415-2-KGZ-QBTU.A,1983,,,,,--
INTL.4415-2-KGZ-QBTU.A,1984,,,,,--
INTL.4415-2-KGZ-QBTU.A,1985,,,,,--
INTL.4415-2-KGZ-QBTU.A,1986,,,,,--
INTL.4415-2-KGZ-QBTU.A,1987,,,,,--
INTL.4415-2-KGZ-QBTU.A,1988,,,,,--
INTL.4415-2-KGZ-QBTU.A,1989,,,,,--
INTL.4415-2-KGZ-QBTU.A,1990,,,,,--
INTL.4415-2-KGZ-QBTU.A,1991,,,,,--
INTL.4415-2-KGZ-QBTU.A,1992,,,,,0.067
INTL.4415-2-KGZ-QBTU.A,1993,,,,,0.04
INTL.4415-2-KGZ-QBTU.A,1994,,,,,0.018
INTL.4415-2-KGZ-QBTU.A,1995,,,,,0.024
INTL.4415-2-KGZ-QBTU.A,1996,,,,,0.025
INTL.4415-2-KGZ-QBTU.A,1997,,,,,0.021
INTL.4415-2-KGZ-QBTU.A,1998,,,,,0.029
INTL.4415-2-KGZ-QBTU.A,1999,,,,,0.024
INTL.4415-2-KGZ-QBTU.A,2000,,,,,0.02
INTL.4415-2-KGZ-QBTU.A,2001,,,,,0.018
INTL.4415-2-KGZ-QBTU.A,2002,,,,,0.021
INTL.4415-2-KGZ-QBTU.A,2003,,,,,0.021
INTL.4415-2-KGZ-QBTU.A,2004,,,,,0.022
INTL.4415-2-KGZ-QBTU.A,2005,,,,,0.028
INTL.4415-2-KGZ-QBTU.A,2006,,,,,0.035
INTL.4415-2-KGZ-QBTU.A,2007,,,,,0.046
INTL.4415-2-KGZ-QBTU.A,2008,,,,,0.051
INTL.4415-2-KGZ-QBTU.A,2009,,,,,0.062
INTL.4415-2-KGZ-QBTU.A,2010,,,,,0.054
INTL.4415-2-KGZ-QBTU.A,2011,,,,,0.057
INTL.4415-2-KGZ-QBTU.A,2012,,,,,0.073
INTL.4415-2-KGZ-QBTU.A,2013,,,,,0.073
INTL.4415-2-KGZ-QBTU.A,2014,,,,,0.065
INTL.4415-2-KGZ-QBTU.A,2015,,,,,0.07
INTL.4415-2-KGZ-QBTU.A,2016,,,,,0.08
INTL.4415-2-KGZ-QBTU.A,2017,,,,,0.071
INTL.4415-2-KHM-QBTU.A,1980,,,,,0.004
INTL.4415-2-KHM-QBTU.A,1981,,,,,0.004
INTL.4415-2-KHM-QBTU.A,1982,,,,,0.005
INTL.4415-2-KHM-QBTU.A,1983,,,,,0.005
INTL.4415-2-KHM-QBTU.A,1984,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1985,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1986,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1987,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1988,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1989,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1990,,,,,0.006
INTL.4415-2-KHM-QBTU.A,1991,,,,,0.007
INTL.4415-2-KHM-QBTU.A,1992,,,,,0.007
INTL.4415-2-KHM-QBTU.A,1993,,,,,0.007
INTL.4415-2-KHM-QBTU.A,1994,,,,,0.007
INTL.4415-2-KHM-QBTU.A,1995,,,,,0.02
INTL.4415-2-KHM-QBTU.A,1996,,,,,0.022
INTL.4415-2-KHM-QBTU.A,1997,,,,,0.027
INTL.4415-2-KHM-QBTU.A,1998,,,,,0.032
INTL.4415-2-KHM-QBTU.A,1999,,,,,0.033
INTL.4415-2-KHM-QBTU.A,2000,,,,,0.03
INTL.4415-2-KHM-QBTU.A,2001,,,,,0.032
INTL.4415-2-KHM-QBTU.A,2002,,,,,0.032
INTL.4415-2-KHM-QBTU.A,2003,,,,,0.035
INTL.4415-2-KHM-QBTU.A,2004,,,,,0.036
INTL.4415-2-KHM-QBTU.A,2005,,,,,0.04
INTL.4415-2-KHM-QBTU.A,2006,,,,,0.044
INTL.4415-2-KHM-QBTU.A,2007,,,,,0.051
INTL.4415-2-KHM-QBTU.A,2008,,,,,0.05
INTL.4415-2-KHM-QBTU.A,2009,,,,,0.062
INTL.4415-2-KHM-QBTU.A,2010,,,,,0.069
INTL.4415-2-KHM-QBTU.A,2011,,,,,0.07
INTL.4415-2-KHM-QBTU.A,2012,,,,,0.074
INTL.4415-2-KHM-QBTU.A,2013,,,,,0.074
INTL.4415-2-KHM-QBTU.A,2014,,,,,0.077
INTL.4415-2-KHM-QBTU.A,2015,,,,,0.087
INTL.4415-2-KHM-QBTU.A,2016,,,,,0.096
INTL.4415-2-KHM-QBTU.A,2017,,,,,0.099
INTL.4415-2-KIR-QBTU.A,1980,,,,,(s)
