Entity,Year,Total energy consumption,Total energy consumption from coal,Total energy consumption from natural gas,"Total energy consumption from nuclear, renewables, and other",Total energy consumption from petroleum and other liquids
INTL.44-2-ABW-QBTU.A,1980,--,,,,
INTL.44-2-ABW-QBTU.A,1981,--,,,,
INTL.44-2-ABW-QBTU.A,1982,--,,,,
INTL.44-2-ABW-QBTU.A,1983,--,,,,
INTL.44-2-ABW-QBTU.A,1984,--,,,,
INTL.44-2-ABW-QBTU.A,1985,--,,,,
INTL.44-2-ABW-QBTU.A,1986,0.001,,,,
INTL.44-2-ABW-QBTU.A,1987,0.001,,,,
INTL.44-2-ABW-QBTU.A,1988,0.006,,,,
INTL.44-2-ABW-QBTU.A,1989,0.007,,,,
INTL.44-2-ABW-QBTU.A,1990,0.008,,,,
INTL.44-2-ABW-QBTU.A,1991,0.009,,,,
INTL.44-2-ABW-QBTU.A,1992,0.009,,,,
INTL.44-2-ABW-QBTU.A,1993,0.01,,,,
INTL.44-2-ABW-QBTU.A,1994,0.01,,,,
INTL.44-2-ABW-QBTU.A,1995,0.012,,,,
INTL.44-2-ABW-QBTU.A,1996,0.008,,,,
INTL.44-2-ABW-QBTU.A,1997,0.013,,,,
INTL.44-2-ABW-QBTU.A,1998,0.013,,,,
INTL.44-2-ABW-QBTU.A,1999,0.013,,,,
INTL.44-2-ABW-QBTU.A,2000,0.015,,,,
INTL.44-2-ABW-QBTU.A,2001,0.016,,,,
INTL.44-2-ABW-QBTU.A,2002,0.016,,,,
INTL.44-2-ABW-QBTU.A,2003,0.018,,,,
INTL.44-2-ABW-QBTU.A,2004,0.019,,,,
INTL.44-2-ABW-QBTU.A,2005,0.02,,,,
INTL.44-2-ABW-QBTU.A,2006,0.02,,,,
INTL.44-2-ABW-QBTU.A,2007,0.021,,,,
INTL.44-2-ABW-QBTU.A,2008,0.02,,,,
INTL.44-2-ABW-QBTU.A,2009,0.019,,,,
INTL.44-2-ABW-QBTU.A,2010,0.018,,,,
INTL.44-2-ABW-QBTU.A,2011,0.015,,,,
INTL.44-2-ABW-QBTU.A,2012,0.018,,,,
INTL.44-2-ABW-QBTU.A,2013,0.018,,,,
INTL.44-2-ABW-QBTU.A,2014,0.018,,,,
INTL.44-2-ABW-QBTU.A,2015,0.018,,,,
INTL.44-2-ABW-QBTU.A,2016,0.018,,,,
INTL.44-2-ABW-QBTU.A,2017,0.018,,,,
INTL.44-2-AFG-QBTU.A,1980,0.027,,,,
INTL.44-2-AFG-QBTU.A,1981,0.03,,,,
INTL.44-2-AFG-QBTU.A,1982,0.032,,,,
INTL.44-2-AFG-QBTU.A,1983,0.039,,,,
INTL.44-2-AFG-QBTU.A,1984,0.039,,,,
INTL.44-2-AFG-QBTU.A,1985,0.038,,,,
INTL.44-2-AFG-QBTU.A,1986,0.039,,,,
INTL.44-2-AFG-QBTU.A,1987,0.063,,,,
INTL.44-2-AFG-QBTU.A,1988,0.111,,,,
INTL.44-2-AFG-QBTU.A,1989,0.109,,,,
INTL.44-2-AFG-QBTU.A,1990,0.108,,,,
INTL.44-2-AFG-QBTU.A,1991,0.047,,,,
INTL.44-2-AFG-QBTU.A,1992,0.031,,,,
INTL.44-2-AFG-QBTU.A,1993,0.031,,,,
INTL.44-2-AFG-QBTU.A,1994,0.03,,,,
INTL.44-2-AFG-QBTU.A,1995,0.025,,,,
INTL.44-2-AFG-QBTU.A,1996,0.025,,,,
INTL.44-2-AFG-QBTU.A,1997,0.024,,,,
INTL.44-2-AFG-QBTU.A,1998,0.023,,,,
INTL.44-2-AFG-QBTU.A,1999,0.023,,,,
INTL.44-2-AFG-QBTU.A,2000,0.02,,,,
INTL.44-2-AFG-QBTU.A,2001,0.016,,,,
INTL.44-2-AFG-QBTU.A,2002,0.015,,,,
INTL.44-2-AFG-QBTU.A,2003,0.018,,,,
INTL.44-2-AFG-QBTU.A,2004,0.016,,,,
INTL.44-2-AFG-QBTU.A,2005,0.021,,,,
INTL.44-2-AFG-QBTU.A,2006,0.026,,,,
INTL.44-2-AFG-QBTU.A,2007,0.034,,,,
INTL.44-2-AFG-QBTU.A,2008,0.059,,,,
INTL.44-2-AFG-QBTU.A,2009,0.095,,,,
INTL.44-2-AFG-QBTU.A,2010,0.119,,,,
INTL.44-2-AFG-QBTU.A,2011,0.161,,,,
INTL.44-2-AFG-QBTU.A,2012,0.148,,,,
INTL.44-2-AFG-QBTU.A,2013,0.124,,,,
INTL.44-2-AFG-QBTU.A,2014,0.114,,,,
INTL.44-2-AFG-QBTU.A,2015,0.125,,,,
INTL.44-2-AFG-QBTU.A,2016,0.117,,,,
INTL.44-2-AFG-QBTU.A,2017,0.145,,,,
INTL.44-2-AGO-QBTU.A,1980,0.058,,,,
INTL.44-2-AGO-QBTU.A,1981,0.058,,,,
INTL.44-2-AGO-QBTU.A,1982,0.062,,,,
INTL.44-2-AGO-QBTU.A,1983,0.066,,,,
INTL.44-2-AGO-QBTU.A,1984,0.06,,,,
INTL.44-2-AGO-QBTU.A,1985,0.074,,,,
INTL.44-2-AGO-QBTU.A,1986,0.073,,,,
INTL.44-2-AGO-QBTU.A,1987,0.075,,,,
INTL.44-2-AGO-QBTU.A,1988,0.077,,,,
INTL.44-2-AGO-QBTU.A,1989,0.075,,,,
INTL.44-2-AGO-QBTU.A,1990,0.08,,,,
INTL.44-2-AGO-QBTU.A,1991,0.083,,,,
INTL.44-2-AGO-QBTU.A,1992,0.085,,,,
INTL.44-2-AGO-QBTU.A,1993,0.083,,,,
INTL.44-2-AGO-QBTU.A,1994,0.081,,,,
INTL.44-2-AGO-QBTU.A,1995,0.087,,,,
INTL.44-2-AGO-QBTU.A,1996,0.084,,,,
INTL.44-2-AGO-QBTU.A,1997,0.094,,,,
INTL.44-2-AGO-QBTU.A,1998,0.085,,,,
INTL.44-2-AGO-QBTU.A,1999,0.094,,,,
INTL.44-2-AGO-QBTU.A,2000,0.111,,,,
INTL.44-2-AGO-QBTU.A,2001,0.12,,,,
INTL.44-2-AGO-QBTU.A,2002,0.128,,,,
INTL.44-2-AGO-QBTU.A,2003,0.142,,,,
INTL.44-2-AGO-QBTU.A,2004,0.157,,,,
INTL.44-2-AGO-QBTU.A,2005,0.134,,,,
INTL.44-2-AGO-QBTU.A,2006,0.169,,,,
INTL.44-2-AGO-QBTU.A,2007,0.194,,,,
INTL.44-2-AGO-QBTU.A,2008,0.227,,,,
INTL.44-2-AGO-QBTU.A,2009,0.259,,,,
INTL.44-2-AGO-QBTU.A,2010,0.284,,,,
INTL.44-2-AGO-QBTU.A,2011,0.298,,,,
INTL.44-2-AGO-QBTU.A,2012,0.311,,,,
INTL.44-2-AGO-QBTU.A,2013,0.348,,,,
INTL.44-2-AGO-QBTU.A,2014,0.383,,,,
INTL.44-2-AGO-QBTU.A,2015,0.402,,,,
INTL.44-2-AGO-QBTU.A,2016,0.393,,,,
INTL.44-2-AGO-QBTU.A,2017,0.363,,,,
INTL.44-2-ALB-QBTU.A,1980,0.163,,,,
INTL.44-2-ALB-QBTU.A,1981,0.162,,,,
INTL.44-2-ALB-QBTU.A,1982,0.163,,,,
INTL.44-2-ALB-QBTU.A,1983,0.169,,,,
INTL.44-2-ALB-QBTU.A,1984,0.17,,,,
INTL.44-2-ALB-QBTU.A,1985,0.17,,,,
INTL.44-2-ALB-QBTU.A,1986,0.166,,,,
INTL.44-2-ALB-QBTU.A,1987,0.167,,,,
INTL.44-2-ALB-QBTU.A,1988,0.169,,,,
INTL.44-2-ALB-QBTU.A,1989,0.16,,,,
INTL.44-2-ALB-QBTU.A,1990,0.115,,,,
INTL.44-2-ALB-QBTU.A,1991,0.096,,,,
INTL.44-2-ALB-QBTU.A,1992,0.084,,,,
INTL.44-2-ALB-QBTU.A,1993,0.074,,,,
INTL.44-2-ALB-QBTU.A,1994,0.07,,,,
INTL.44-2-ALB-QBTU.A,1995,0.078,,,,
INTL.44-2-ALB-QBTU.A,1996,0.085,,,,
INTL.44-2-ALB-QBTU.A,1997,0.078,,,,
INTL.44-2-ALB-QBTU.A,1998,0.084,,,,
INTL.44-2-ALB-QBTU.A,1999,0.075,,,,
INTL.44-2-ALB-QBTU.A,2000,0.098,,,,
INTL.44-2-ALB-QBTU.A,2001,0.093,,,,
INTL.44-2-ALB-QBTU.A,2002,0.101,,,,
INTL.44-2-ALB-QBTU.A,2003,0.114,,,,
INTL.44-2-ALB-QBTU.A,2004,0.12,,,,
INTL.44-2-ALB-QBTU.A,2005,0.119,,,,
INTL.44-2-ALB-QBTU.A,2006,0.112,,,,
INTL.44-2-ALB-QBTU.A,2007,0.097,,,,
INTL.44-2-ALB-QBTU.A,2008,0.106,,,,
INTL.44-2-ALB-QBTU.A,2009,0.115,,,,
INTL.44-2-ALB-QBTU.A,2010,0.128,,,,
INTL.44-2-ALB-QBTU.A,2011,0.106,,,,
INTL.44-2-ALB-QBTU.A,2012,0.104,,,,
INTL.44-2-ALB-QBTU.A,2013,0.128,,,,
INTL.44-2-ALB-QBTU.A,2014,0.116,,,,
INTL.44-2-ALB-QBTU.A,2015,0.117,,,,
INTL.44-2-ALB-QBTU.A,2016,0.124,,,,
INTL.44-2-ALB-QBTU.A,2017,0.112,,,,
INTL.44-2-ARE-QBTU.A,1980,0.275,,,,
INTL.44-2-ARE-QBTU.A,1981,0.441,,,,
INTL.44-2-ARE-QBTU.A,1982,0.42,,,,
INTL.44-2-ARE-QBTU.A,1983,0.518,,,,
INTL.44-2-ARE-QBTU.A,1984,0.589,,,,
INTL.44-2-ARE-QBTU.A,1985,0.801,,,,
INTL.44-2-ARE-QBTU.A,1986,0.907,,,,
INTL.44-2-ARE-QBTU.A,1987,1.069,,,,
INTL.44-2-ARE-QBTU.A,1988,1.171,,,,
INTL.44-2-ARE-QBTU.A,1989,1.268,,,,
INTL.44-2-ARE-QBTU.A,1990,1.227,,,,
INTL.44-2-ARE-QBTU.A,1991,1.488,,,,
INTL.44-2-ARE-QBTU.A,1992,1.613,,,,
INTL.44-2-ARE-QBTU.A,1993,1.51,,,,
INTL.44-2-ARE-QBTU.A,1994,1.489,,,,
INTL.44-2-ARE-QBTU.A,1995,1.605,,,,
INTL.44-2-ARE-QBTU.A,1996,1.67,,,,
INTL.44-2-ARE-QBTU.A,1997,1.768,,,,
INTL.44-2-ARE-QBTU.A,1998,1.838,,,,
INTL.44-2-ARE-QBTU.A,1999,1.864,,,,
INTL.44-2-ARE-QBTU.A,2000,2.09,,,,
INTL.44-2-ARE-QBTU.A,2001,2.269,,,,
INTL.44-2-ARE-QBTU.A,2002,2.371,,,,
INTL.44-2-ARE-QBTU.A,2003,2.442,,,,
INTL.44-2-ARE-QBTU.A,2004,2.583,,,,
INTL.44-2-ARE-QBTU.A,2005,2.666,,,,
INTL.44-2-ARE-QBTU.A,2006,2.821,,,,
INTL.44-2-ARE-QBTU.A,2007,3.095,,,,
INTL.44-2-ARE-QBTU.A,2008,3.576,,,,
INTL.44-2-ARE-QBTU.A,2009,3.509,,,,
INTL.44-2-ARE-QBTU.A,2010,3.634,,,,
INTL.44-2-ARE-QBTU.A,2011,4.034,,,,
INTL.44-2-ARE-QBTU.A,2012,3.989,,,,
INTL.44-2-ARE-QBTU.A,2013,4.164,,,,
INTL.44-2-ARE-QBTU.A,2014,4.24,,,,
INTL.44-2-ARE-QBTU.A,2015,4.651,,,,
INTL.44-2-ARE-QBTU.A,2016,4.721,,,,
INTL.44-2-ARE-QBTU.A,2017,4.667,,,,
INTL.44-2-ARG-QBTU.A,1980,1.667,,,,
INTL.44-2-ARG-QBTU.A,1981,1.626,,,,
INTL.44-2-ARG-QBTU.A,1982,1.707,,,,
INTL.44-2-ARG-QBTU.A,1983,1.731,,,,
INTL.44-2-ARG-QBTU.A,1984,1.854,,,,
INTL.44-2-ARG-QBTU.A,1985,1.778,,,,
INTL.44-2-ARG-QBTU.A,1986,1.904,,,,
INTL.44-2-ARG-QBTU.A,1987,1.953,,,,
INTL.44-2-ARG-QBTU.A,1988,1.966,,,,
INTL.44-2-ARG-QBTU.A,1989,1.943,,,,
INTL.44-2-ARG-QBTU.A,1990,1.885,,,,
INTL.44-2-ARG-QBTU.A,1991,1.972,,,,
INTL.44-2-ARG-QBTU.A,1992,2.047,,,,
INTL.44-2-ARG-QBTU.A,1993,2.211,,,,
INTL.44-2-ARG-QBTU.A,1994,2.237,,,,
INTL.44-2-ARG-QBTU.A,1995,2.307,,,,
INTL.44-2-ARG-QBTU.A,1996,2.392,,,,
INTL.44-2-ARG-QBTU.A,1997,2.457,,,,
INTL.44-2-ARG-QBTU.A,1998,2.568,,,,
INTL.44-2-ARG-QBTU.A,1999,2.557,,,,
INTL.44-2-ARG-QBTU.A,2000,2.767,,,,
INTL.44-2-ARG-QBTU.A,2001,2.714,,,,
INTL.44-2-ARG-QBTU.A,2002,2.554,,,,
INTL.44-2-ARG-QBTU.A,2003,2.769,,,,
INTL.44-2-ARG-QBTU.A,2004,2.977,,,,
INTL.44-2-ARG-QBTU.A,2005,3.129,,,,
INTL.44-2-ARG-QBTU.A,2006,3.326,,,,
INTL.44-2-ARG-QBTU.A,2007,3.386,,,,
INTL.44-2-ARG-QBTU.A,2008,3.517,,,,
INTL.44-2-ARG-QBTU.A,2009,3.434,,,,
INTL.44-2-ARG-QBTU.A,2010,3.574,,,,
INTL.44-2-ARG-QBTU.A,2011,3.731,,,,
INTL.44-2-ARG-QBTU.A,2012,3.791,,,,
INTL.44-2-ARG-QBTU.A,2013,3.848,,,,
INTL.44-2-ARG-QBTU.A,2014,3.867,,,,
INTL.44-2-ARG-QBTU.A,2015,3.896,,,,
INTL.44-2-ARG-QBTU.A,2016,3.902,,,,
INTL.44-2-ARG-QBTU.A,2017,3.868,,,,
INTL.44-2-ARM-QBTU.A,1980,--,,,,
INTL.44-2-ARM-QBTU.A,1981,--,,,,
INTL.44-2-ARM-QBTU.A,1982,--,,,,
INTL.44-2-ARM-QBTU.A,1983,--,,,,
INTL.44-2-ARM-QBTU.A,1984,--,,,,
INTL.44-2-ARM-QBTU.A,1985,--,,,,
INTL.44-2-ARM-QBTU.A,1986,--,,,,
INTL.44-2-ARM-QBTU.A,1987,--,,,,
INTL.44-2-ARM-QBTU.A,1988,--,,,,
INTL.44-2-ARM-QBTU.A,1989,--,,,,
INTL.44-2-ARM-QBTU.A,1990,--,,,,
INTL.44-2-ARM-QBTU.A,1991,--,,,,
INTL.44-2-ARM-QBTU.A,1992,0.196,,,,
INTL.44-2-ARM-QBTU.A,1993,0.15,,,,
INTL.44-2-ARM-QBTU.A,1994,0.134,,,,
INTL.44-2-ARM-QBTU.A,1995,0.131,,,,
INTL.44-2-ARM-QBTU.A,1996,0.168,,,,
INTL.44-2-ARM-QBTU.A,1997,0.142,,,,
INTL.44-2-ARM-QBTU.A,1998,0.151,,,,
INTL.44-2-ARM-QBTU.A,1999,0.093,,,,
INTL.44-2-ARM-QBTU.A,2000,0.1,,,,
INTL.44-2-ARM-QBTU.A,2001,0.099,,,,
INTL.44-2-ARM-QBTU.A,2002,0.094,,,,
INTL.44-2-ARM-QBTU.A,2003,0.104,,,,
INTL.44-2-ARM-QBTU.A,2004,0.108,,,,
INTL.44-2-ARM-QBTU.A,2005,0.125,,,,
INTL.44-2-ARM-QBTU.A,2006,0.125,,,,
INTL.44-2-ARM-QBTU.A,2007,0.14,,,,
INTL.44-2-ARM-QBTU.A,2008,0.135,,,,
INTL.44-2-ARM-QBTU.A,2009,0.121,,,,
INTL.44-2-ARM-QBTU.A,2010,0.134,,,,
INTL.44-2-ARM-QBTU.A,2011,0.141,,,,
INTL.44-2-ARM-QBTU.A,2012,0.15,,,,
INTL.44-2-ARM-QBTU.A,2013,0.147,,,,
INTL.44-2-ARM-QBTU.A,2014,0.15,,,,
INTL.44-2-ARM-QBTU.A,2015,0.139,,,,
INTL.44-2-ARM-QBTU.A,2016,0.14,,,,
INTL.44-2-ARM-QBTU.A,2017,0.149,,,,
INTL.44-2-ASM-QBTU.A,1980,0.006,,,,
INTL.44-2-ASM-QBTU.A,1981,0.007,,,,
INTL.44-2-ASM-QBTU.A,1982,0.01,,,,
INTL.44-2-ASM-QBTU.A,1983,0.006,,,,
INTL.44-2-ASM-QBTU.A,1984,0.007,,,,
INTL.44-2-ASM-QBTU.A,1985,0.007,,,,
INTL.44-2-ASM-QBTU.A,1986,0.007,,,,
INTL.44-2-ASM-QBTU.A,1987,0.007,,,,
INTL.44-2-ASM-QBTU.A,1988,0.007,,,,
INTL.44-2-ASM-QBTU.A,1989,0.008,,,,
INTL.44-2-ASM-QBTU.A,1990,0.008,,,,
INTL.44-2-ASM-QBTU.A,1991,0.008,,,,
INTL.44-2-ASM-QBTU.A,1992,0.008,,,,
INTL.44-2-ASM-QBTU.A,1993,0.008,,,,
INTL.44-2-ASM-QBTU.A,1994,0.008,,,,
INTL.44-2-ASM-QBTU.A,1995,0.008,,,,
INTL.44-2-ASM-QBTU.A,1996,0.008,,,,
INTL.44-2-ASM-QBTU.A,1997,0.008,,,,
INTL.44-2-ASM-QBTU.A,1998,0.008,,,,
INTL.44-2-ASM-QBTU.A,1999,0.008,,,,
INTL.44-2-ASM-QBTU.A,2000,0.008,,,,
INTL.44-2-ASM-QBTU.A,2001,0.008,,,,
INTL.44-2-ASM-QBTU.A,2002,0.008,,,,
INTL.44-2-ASM-QBTU.A,2003,0.008,,,,
INTL.44-2-ASM-QBTU.A,2004,0.008,,,,
INTL.44-2-ASM-QBTU.A,2005,0.008,,,,
INTL.44-2-ASM-QBTU.A,2006,0.009,,,,
INTL.44-2-ASM-QBTU.A,2007,0.009,,,,
INTL.44-2-ASM-QBTU.A,2008,0.009,,,,
INTL.44-2-ASM-QBTU.A,2009,0.009,,,,
INTL.44-2-ASM-QBTU.A,2010,0.009,,,,
INTL.44-2-ASM-QBTU.A,2011,0.005,,,,
INTL.44-2-ASM-QBTU.A,2012,0.005,,,,
INTL.44-2-ASM-QBTU.A,2013,0.005,,,,
INTL.44-2-ASM-QBTU.A,2014,0.005,,,,
INTL.44-2-ASM-QBTU.A,2015,0.005,,,,
INTL.44-2-ASM-QBTU.A,2016,0.005,,,,
INTL.44-2-ASM-QBTU.A,2017,0.005,,,,
INTL.44-2-ATA-QBTU.A,1980,0.002,,,,
INTL.44-2-ATA-QBTU.A,1981,0.002,,,,
INTL.44-2-ATA-QBTU.A,1982,0.002,,,,
INTL.44-2-ATA-QBTU.A,1983,0.002,,,,
INTL.44-2-ATA-QBTU.A,1984,0.003,,,,
INTL.44-2-ATA-QBTU.A,1985,0.003,,,,
INTL.44-2-ATA-QBTU.A,1986,0.003,,,,
INTL.44-2-ATA-QBTU.A,1987,0.003,,,,
INTL.44-2-ATA-QBTU.A,1988,0.003,,,,
INTL.44-2-ATA-QBTU.A,1989,0.003,,,,
INTL.44-2-ATA-QBTU.A,1990,0.003,,,,
INTL.44-2-ATA-QBTU.A,1991,0.003,,,,
INTL.44-2-ATA-QBTU.A,1992,0.003,,,,
INTL.44-2-ATA-QBTU.A,1993,0.003,,,,
INTL.44-2-ATA-QBTU.A,1994,0.003,,,,
INTL.44-2-ATA-QBTU.A,1995,0.003,,,,
INTL.44-2-ATA-QBTU.A,1996,0.003,,,,
INTL.44-2-ATA-QBTU.A,1997,0.003,,,,
INTL.44-2-ATA-QBTU.A,1998,0.003,,,,
INTL.44-2-ATA-QBTU.A,1999,0.003,,,,
INTL.44-2-ATA-QBTU.A,2000,0.003,,,,
INTL.44-2-ATA-QBTU.A,2001,0.003,,,,
INTL.44-2-ATA-QBTU.A,2002,0.003,,,,
INTL.44-2-ATA-QBTU.A,2003,0.003,,,,
INTL.44-2-ATA-QBTU.A,2004,0.003,,,,
INTL.44-2-ATA-QBTU.A,2005,0.003,,,,
INTL.44-2-ATA-QBTU.A,2006,0.003,,,,
INTL.44-2-ATA-QBTU.A,2007,0.003,,,,
INTL.44-2-ATA-QBTU.A,2008,(s),,,,
INTL.44-2-ATA-QBTU.A,2009,(s),,,,
INTL.44-2-ATA-QBTU.A,2010,(s),,,,
INTL.44-2-ATA-QBTU.A,2011,(s),,,,
INTL.44-2-ATA-QBTU.A,2012,(s),,,,
INTL.44-2-ATA-QBTU.A,2013,(s),,,,
INTL.44-2-ATA-QBTU.A,2014,(s),,,,
INTL.44-2-ATA-QBTU.A,2015,(s),,,,
INTL.44-2-ATA-QBTU.A,2016,(s),,,,
INTL.44-2-ATA-QBTU.A,2017,(s),,,,
INTL.44-2-ATG-QBTU.A,1980,0.006,,,,
INTL.44-2-ATG-QBTU.A,1981,0.005,,,,
INTL.44-2-ATG-QBTU.A,1982,0.007,,,,
INTL.44-2-ATG-QBTU.A,1983,0.004,,,,
INTL.44-2-ATG-QBTU.A,1984,0.005,,,,
INTL.44-2-ATG-QBTU.A,1985,0.005,,,,
INTL.44-2-ATG-QBTU.A,1986,0.005,,,,
INTL.44-2-ATG-QBTU.A,1987,0.006,,,,
INTL.44-2-ATG-QBTU.A,1988,0.006,,,,
INTL.44-2-ATG-QBTU.A,1989,0.006,,,,
INTL.44-2-ATG-QBTU.A,1990,0.006,,,,
INTL.44-2-ATG-QBTU.A,1991,0.006,,,,
INTL.44-2-ATG-QBTU.A,1992,0.006,,,,
INTL.44-2-ATG-QBTU.A,1993,0.006,,,,
INTL.44-2-ATG-QBTU.A,1994,0.006,,,,
INTL.44-2-ATG-QBTU.A,1995,0.007,,,,
INTL.44-2-ATG-QBTU.A,1996,0.007,,,,
INTL.44-2-ATG-QBTU.A,1997,0.007,,,,
INTL.44-2-ATG-QBTU.A,1998,0.007,,,,
INTL.44-2-ATG-QBTU.A,1999,0.007,,,,
INTL.44-2-ATG-QBTU.A,2000,0.007,,,,
INTL.44-2-ATG-QBTU.A,2001,0.007,,,,
INTL.44-2-ATG-QBTU.A,2002,0.008,,,,
INTL.44-2-ATG-QBTU.A,2003,0.008,,,,
INTL.44-2-ATG-QBTU.A,2004,0.009,,,,
INTL.44-2-ATG-QBTU.A,2005,0.009,,,,
INTL.44-2-ATG-QBTU.A,2006,0.009,,,,
INTL.44-2-ATG-QBTU.A,2007,0.009,,,,
INTL.44-2-ATG-QBTU.A,2008,0.01,,,,
INTL.44-2-ATG-QBTU.A,2009,0.01,,,,
INTL.44-2-ATG-QBTU.A,2010,0.01,,,,
INTL.44-2-ATG-QBTU.A,2011,0.01,,,,
INTL.44-2-ATG-QBTU.A,2012,0.01,,,,
INTL.44-2-ATG-QBTU.A,2013,0.01,,,,
INTL.44-2-ATG-QBTU.A,2014,0.01,,,,
INTL.44-2-ATG-QBTU.A,2015,0.01,,,,
INTL.44-2-ATG-QBTU.A,2016,0.011,,,,
INTL.44-2-ATG-QBTU.A,2017,0.01,,,,
INTL.44-2-AUS-QBTU.A,1980,2.787,,,,
INTL.44-2-AUS-QBTU.A,1981,2.855,,,,
INTL.44-2-AUS-QBTU.A,1982,2.98,,,,
INTL.44-2-AUS-QBTU.A,1983,2.901,,,,
INTL.44-2-AUS-QBTU.A,1984,3.032,,,,
INTL.44-2-AUS-QBTU.A,1985,3.174,,,,
INTL.44-2-AUS-QBTU.A,1986,3.237,,,,
INTL.44-2-AUS-QBTU.A,1987,3.347,,,,
INTL.44-2-AUS-QBTU.A,1988,3.471,,,,
INTL.44-2-AUS-QBTU.A,1989,3.664,,,,
INTL.44-2-AUS-QBTU.A,1990,3.751,,,,
INTL.44-2-AUS-QBTU.A,1991,3.718,,,,
INTL.44-2-AUS-QBTU.A,1992,3.794,,,,
INTL.44-2-AUS-QBTU.A,1993,3.892,,,,
INTL.44-2-AUS-QBTU.A,1994,3.96,,,,
INTL.44-2-AUS-QBTU.A,1995,4.078,,,,
INTL.44-2-AUS-QBTU.A,1996,4.258,,,,
INTL.44-2-AUS-QBTU.A,1997,4.369,,,,
INTL.44-2-AUS-QBTU.A,1998,4.52,,,,
INTL.44-2-AUS-QBTU.A,1999,4.638,,,,
INTL.44-2-AUS-QBTU.A,2000,4.675,,,,
INTL.44-2-AUS-QBTU.A,2001,4.808,,,,
INTL.44-2-AUS-QBTU.A,2002,4.926,,,,
INTL.44-2-AUS-QBTU.A,2003,4.972,,,,
INTL.44-2-AUS-QBTU.A,2004,5.115,,,,
INTL.44-2-AUS-QBTU.A,2005,5.257,,,,
INTL.44-2-AUS-QBTU.A,2006,5.344,,,,
INTL.44-2-AUS-QBTU.A,2007,5.567,,,,
INTL.44-2-AUS-QBTU.A,2008,5.52,,,,
INTL.44-2-AUS-QBTU.A,2009,5.65,,,,
INTL.44-2-AUS-QBTU.A,2010,5.525,,,,
INTL.44-2-AUS-QBTU.A,2011,5.614,,,,
INTL.44-2-AUS-QBTU.A,2012,5.681,,,,
INTL.44-2-AUS-QBTU.A,2013,5.691,,,,
INTL.44-2-AUS-QBTU.A,2014,5.641,,,,
INTL.44-2-AUS-QBTU.A,2015,5.745,,,,
INTL.44-2-AUS-QBTU.A,2016,5.919,,,,
INTL.44-2-AUS-QBTU.A,2017,6.084,,,,
INTL.44-2-AUT-QBTU.A,1980,1.116,,,,
INTL.44-2-AUT-QBTU.A,1981,1.105,,,,
INTL.44-2-AUT-QBTU.A,1982,1.056,,,,
INTL.44-2-AUT-QBTU.A,1983,1.061,,,,
INTL.44-2-AUT-QBTU.A,1984,1.092,,,,
INTL.44-2-AUT-QBTU.A,1985,1.115,,,,
INTL.44-2-AUT-QBTU.A,1986,1.097,,,,
INTL.44-2-AUT-QBTU.A,1987,1.048,,,,
INTL.44-2-AUT-QBTU.A,1988,1.13,,,,
INTL.44-2-AUT-QBTU.A,1989,1.145,,,,
INTL.44-2-AUT-QBTU.A,1990,1.179,,,,
INTL.44-2-AUT-QBTU.A,1991,1.242,,,,
INTL.44-2-AUT-QBTU.A,1992,1.216,,,,
INTL.44-2-AUT-QBTU.A,1993,1.238,,,,
INTL.44-2-AUT-QBTU.A,1994,1.233,,,,
INTL.44-2-AUT-QBTU.A,1995,1.29,,,,
INTL.44-2-AUT-QBTU.A,1996,1.351,,,,
INTL.44-2-AUT-QBTU.A,1997,1.352,,,,
INTL.44-2-AUT-QBTU.A,1998,1.374,,,,
INTL.44-2-AUT-QBTU.A,1999,1.39,,,,
INTL.44-2-AUT-QBTU.A,2000,1.379,,,,
INTL.44-2-AUT-QBTU.A,2001,1.446,,,,
INTL.44-2-AUT-QBTU.A,2002,1.446,,,,
INTL.44-2-AUT-QBTU.A,2003,1.47,,,,
INTL.44-2-AUT-QBTU.A,2004,1.528,,,,
INTL.44-2-AUT-QBTU.A,2005,1.585,,,,
INTL.44-2-AUT-QBTU.A,2006,1.574,,,,
INTL.44-2-AUT-QBTU.A,2007,1.543,,,,
INTL.44-2-AUT-QBTU.A,2008,1.545,,,,
INTL.44-2-AUT-QBTU.A,2009,1.476,,,,
INTL.44-2-AUT-QBTU.A,2010,1.516,,,,
INTL.44-2-AUT-QBTU.A,2011,1.443,,,,
INTL.44-2-AUT-QBTU.A,2012,1.484,,,,
INTL.44-2-AUT-QBTU.A,2013,1.491,,,,
INTL.44-2-AUT-QBTU.A,2014,1.436,,,,
INTL.44-2-AUT-QBTU.A,2015,1.437,,,,
INTL.44-2-AUT-QBTU.A,2016,1.472,,,,
INTL.44-2-AUT-QBTU.A,2017,1.493,,,,
INTL.44-2-AZE-QBTU.A,1980,--,,,,
INTL.44-2-AZE-QBTU.A,1981,--,,,,
INTL.44-2-AZE-QBTU.A,1982,--,,,,
INTL.44-2-AZE-QBTU.A,1983,--,,,,
INTL.44-2-AZE-QBTU.A,1984,--,,,,
INTL.44-2-AZE-QBTU.A,1985,--,,,,
INTL.44-2-AZE-QBTU.A,1986,--,,,,
INTL.44-2-AZE-QBTU.A,1987,--,,,,
INTL.44-2-AZE-QBTU.A,1988,--,,,,
INTL.44-2-AZE-QBTU.A,1989,--,,,,
