Entity,Year,Code,Continent,Population,GDP per capita [$],PEC [TWh],Oil,Coal,Gas,Hydropower,Nuclear,Solar,Wind,Other renewables,Biofuels and Waste,Transport S,Industry S,Residential S,Commercial and public services S,Agriculture/Forestry S,Non-energy use S,Non-specified S
,1986,AGO,Africa,10320111,12848.8642,,,,,,,,,,,,,,,,,
,1987,AGO,Africa,10689250,13082.66433,,,,,,,,,,,,,,,,,
,1988,AGO,Africa,11068050,13080.25473,,,,,,,,,,,,,,,,,
,1989,AGO,Africa,11454777,12334.79825,,,,,,,,,,,,,,,,,
,1990,AGO,Africa,11848386,13789.06042,,,,,,,,,,,,,,,,,
,1991,AGO,Africa,12248901,12790.24247,,,,,,,,,,,,,,,,,
,1992,AGO,Africa,12657366,14591.86338,,,,,,,,,,,,,,,,,
,1993,AGO,Africa,13075049,11683.94962,,,,,,,,,,,,,,,,,
,1994,AGO,Africa,13503747,637.8546595,,,,,,,,,,,,,,,,,
,1995,AGO,Africa,13945206,590.1210473,,,,,,,,,,,,,,,,,
,1996,AGO,Africa,14400719,369.6326166,,,,,,,,,,,,,,,,,
,1997,AGO,Africa,14871570,357.2032777,,,,,,,,,,,,,,,,,
,1998,AGO,Africa,15359601,400.5152381,,,,,,,,,,,,,,,,,
,1999,AGO,Africa,15866869,456.3750487,,,,,,,,,,,,,,,,,
,2000,AGO,Africa,16395473,504.0585594,,,,,,,,,,,,,,,,,
,2001,AGO,Africa,16945753,523.283068,,,,,,,,,,,,,,,,,
,2002,AGO,Africa,17519417,609.1724375,,,,,,,,,,,,,,,,,
,2003,AGO,Africa,18121479,597.4325147,,,,,,,,,,,,,,,,,
,2004,AGO,Africa,18758145,622.7421391,,,,,,,,,,,,,,,,,
,2005,AGO,Africa,19433602,694.4232277,,,,,,,,,,,,,,,,,
,2006,AGO,Africa,20149901,783.2406986,,,,,,,,,,,,,,,,,
,2007,AGO,Africa,20905363,930.1273219,,,,,,,,,,,,,,,,,
,2008,AGO,Africa,21695634,1191.91902,,,,,,,,,,,,,,,,,
,2009,AGO,Africa,22514281,1643.753029,,,,,,,,,,,,,,,,,
,2010,AGO,Africa,23356246,2158.143697,,,,,,,,,,,,,,,,,
,2011,AGO,Africa,24220661,3139.277499,,,,,,,,,,,,,,,,,
,2012,AGO,Africa,25107931,4010.857243,,,,,,,,,,,,,,,,,
,2013,AGO,Africa,26015780,2994.342544,,,,,,,,,,,,,,,,,
,2014,AGO,Africa,26941779,3218.372707,,,,,,,,,,,,,,,,,
,2015,AGO,Africa,27884381,3525.804747,,,,,,,,,,,,,,,,,
,2016,AGO,Africa,28842484,3681.857456,,,,,,,,,,,,,,,,,
,2017,AGO,Africa,29816748,3838.185801,,,,,,,,,,,,,,,,,
,2018,AGO,Africa,30809762,3986.231624,,,,,,,,,,,,,,,,,
Antigua and Barbuda,1960,ATG,North America,54131,11518.66852,,,,,,,,,,,,,,,,,
,1961,ATG,North America,55001,12431.94585,,,,,,,,,,,,,,,,,
,1962,ATG,North America,55841,11437.66446,,,,,,,,,,,,,,,,,
,1963,ATG,North America,56702,11364.23946,,,,,,,,,,,,,,,,,
,1964,ATG,North America,57641,11624.53959,,,,,,,,,,,,,,,,,
,1965,ATG,North America,58698,14254.55757,,,,,,,,,,,,,,,,,
,1966,ATG,North America,59915,17798.31424,,,,,,,,,,,,,,,,,
,1967,ATG,North America,61241,18211.27459,,,,,,,,,,,,,,,,,
,1968,ATG,North America,62521,18821.47739,,,,,,,,,,,,,,,,,
,1969,ATG,North America,63550,18569.81275,,,,,,,,,,,,,,,,,
,1970,ATG,North America,64177,17634.25635,,,,,,,,,,,,,,,,,
,1971,ATG,North America,64357,18046.02024,,,,,,,,,,,,,,,,,
,1972,ATG,North America,64133,20319.63063,,,,,,,,,,,,,,,,,
,1973,ATG,North America,63650,21861.32551,,,,,,,,,,,,,,,,,
,1974,ATG,North America,63120,23468.59683,,,,,,,,,,,,,,,,,
,1975,ATG,North America,62675,21318.96417,,,,,,,,,,,,,,,,,
,1976,ATG,North America,62367,20533.03506,,,,,,,,,,,,,,,,,
,1977,ATG,North America,62159,21679.24784,,,,,,,,,,,,,,,,,
,1978,ATG,North America,62036,19490.86111,,,,,,,,,,,,,,,,,
,1979,ATG,North America,61952,20082.48327,,,,,,,,,,,,,,,,,
,1980,ATG,North America,61865,23447.031,,,,,,,,,,,,,,,,,
,1981,ATG,North America,61800,30430.67644,,,,,,,,,,,,,,,,,
,1982,ATG,North America,61779,33999.24286,,,,,,,,,,,,,,,,,
,1983,ATG,North America,61787,36044.92281,,,,,,,,,,,,,,,,,
,1984,ATG,North America,61786,40960.05449,,,,,,,,,,,,,,,,,
,1985,ATG,North America,61786,49601.65671,,,,,,,,,,,,,,,,,
,1986,ATG,North America,61754,42772.35917,,,,,,,,,,,,,,,,,
,1987,ATG,North America,61717,52022.1256,,,,,,,,,,,,,,,,,
,1988,ATG,North America,61771,62517.83375,,,,,,,,,,,,,,,,,
,1989,ATG,North America,62008,68012.1479,,,,,,,,,,,,,,,,,
,1990,ATG,North America,62528,68150.10704,,,,,,,,,,,,,,,,,
,1991,ATG,North America,63367,62510.79117,,,,,,,,,,,,,,,,,
,1992,ATG,North America,64471,56755.72171,,,,,,,,,,,,,,,,,
,1993,ATG,North America,65777,49971.13146,,,,,,,,,,,,,,,,,
,1994,ATG,North America,67204,54066.47127,,,,,,,,,,,,,,,,,
,1995,ATG,North America,68670,57395.91947,,,,,,,,,,,,,,,,,
,1996,ATG,North America,70173,935.4604269,,,,,,,,,,,,,,,,,
,1997,ATG,North America,71704,1031.815004,,,,,,,,,,,,,,,,,
,1998,ATG,North America,73224,1087.834243,,,,,,,,,,,,,,,,,
,1999,ATG,North America,74674,1167.000532,,,,,,,,,,,,,,,,,
,2000,ATG,North America,76016,1269.412583,,,,,,,,,,,,,,,,,
,2001,ATG,North America,77212,1374.53214,,,,,,,,,,,,,,,,,
,2002,ATG,North America,78295,1486.968606,,,,,,,,,,,,,,,,,
,2003,ATG,North America,79300,1569.667183,,,,,,,,,,,,,,,,,
,2004,ATG,North America,80336,1677.673528,,,,,,,,,,,,,,,,,
,2005,ATG,North America,81465,1825.386126,,,,,,,,,,,,,,,,,
,2006,ATG,North America,82704,2058.769079,,,,,,,,,,,,,,,,,
,2007,ATG,North America,84026,2380.978443,,,,,,,,,,,,,,,,,
,2008,ATG,North America,85397,2924.048871,,,,,,,,,,,,,,,,,
,2009,ATG,North America,86746,3890.722456,,,,,,,,,,,,,,,,,
,2010,ATG,North America,88028,4630.757207,,,,,,,,,,,,,,,,,
,2011,ATG,North America,89253,5285.620724,,,,,,,,,,,,,,,,,
,2012,ATG,North America,90409,5678.386638,,,,,,,,,,,,,,,,,
,2013,ATG,North America,91516,6810.627729,,,,,,,,,,,,,,,,,
,2014,ATG,North America,92562,8205.468927,,,,,,,,,,,,,,,,,
,2015,ATG,North America,93566,9793.765307,,,,,,,,,,,,,,,,,
,2016,ATG,North America,94527,10869.54642,,,,,,,,,,,,,,,,,
,2017,ATG,North America,95426,9385.249018,,,,,,,,,,,,,,,,,
,2018,ATG,North America,96286,9410.347225,,,,,,,,,,,,,,,,,
Argentina,1960,ARG,South America,20481779,7875.756953,,,,,,,,,,,,,,,,,
,1961,ARG,South America,20817266,7891.313147,,,,,,,,,,,,,,,,,
,1962,ARG,South America,21153052,5500.320497,,,,,,,,,,,,,,,,,
,1963,ARG,South America,21488912,3880.738731,,,,,,,,,,,,,,,,,
,1964,ARG,South America,21824425,4147.089716,,,,,,,,,,,,,,,,,
,1965,ARG,South America,22159650,4722.381679,313.014963,260.1392938,8.455049187,41.234,3.18662,0,0,0,,,,,,,,,
,1966,ARG,South America,22494035,1550.239392,323.4269603,268.564802,6.971818299,44.6572,3.23314,0,0,0,,,,,,,,,
,1967,ARG,South America,22828869,1651.288985,333.0293933,275.1866263,7.840396989,46.69945,3.30292,0,0,0,,,,,,,,,
,1968,ARG,South America,23168267,1752.854481,344.5221376,281.0074773,7.619035275,51.999575,3.89605,0,0,0,,,,,,,,,
,1969,ARG,South America,23517611,1867.025012,356.3979989,291.9817539,9.122169996,51.805075,3.489,0,0,0,,,,,,,,,
,1970,ARG,South America,23880561,1994.380832,336.5410983,262.1598021,11.72259838,58.5445,3.98909,0,0,0,,,,,,,,,
,1971,ARG,South America,24259561,2144.754403,357.5989997,279.97511,10.27754203,63.202775,4.01235,0,0,0,,,,,,,,,
,1972,ARG,South America,24653175,2322.689948,364.010002,280.3572517,8.651294899,70.924425,3.90768,0,0,0,,,,,,,,,
,1973,ARG,South America,25056478,2556.651018,379.4433613,281.3179053,9.496521979,80.707775,7.7921,0,0,0,,,,,,,,,
,1974,ARG,South America,25462302,2804.333876,395.4679586,282.3039697,11.82592186,85.4244,13.08375,2.69816,0,0,,,,,,,,,
,1975,ARG,South America,25865776,3215.095179,384.6591402,265.9402667,11.51094029,87.525,13.51406,6.02434,0,0,,,,,,,,,
,1976,ARG,South America,26264681,3178.844552,405.7285209,276.2617031,11.64258521,98.51425,13.00234,6.17553,0,0,,,,,,,,,
,1977,ARG,South America,26661398,3297.50588,424.5512826,291.2396456,11.00850308,102.8905,15.01433,4.25658,0,0,,,,,,,,,
,1978,ARG,South America,27061047,3322.163876,432.5636025,291.2290322,13.41919536,100.07025,20.16642,7.53624,0,0,,,,,,,,,
,1979,ARG,South America,27471036,3696.072544,458.3900799,308.0486372,12.50167383,102.8905,27.72592,7.00126,0,0,,,,,,,,,
,1980,ARG,South America,27896528,3416.162489,457.244073,288.2583256,11.14458963,112.12925,39.40244,6.08249,0,0,,,,,,,,,
,1981,ARG,South America,28338515,3156.234118,440.6619981,267.2337128,10.56046721,117.18625,38.15803,7.3269,0,0,,,,,,,,,
,1982,ARG,South America,28794548,3328.512407,451.3141577,256.3210303,10.66607615,133.13525,46.04317,4.89623,0,0,,,,,,,,,
,1983,ARG,South America,29262047,3617.434716,470.908886,260.9379081,9.679963225,143.152,47.9156,8.86206,0,0,,,,,,,,,
,1984,ARG,South America,29737093,4131.468448,469.5989508,245.9877603,7.185223694,152.39075,51.70698,12.07194,0,0,,,,,,,,,
,1985,ARG,South America,30216279,5533.439976,458.6082097,222.503685,10.59960576,155.69725,54.35862,15.17715,0,0,,,,,,,,,
,1986,ARG,South America,30698964,6340.726812,506.5255782,255.5804422,12.10934933,168.2425,55.28554,15.02596,0,0,,,,,,,,,
,1987,ARG,South America,31184415,6624.838617,529.2651177,272.7829917,13.43967278,168.33975,57.40339,17.01469,0,0,,,,,,,,,
,1988,ARG,South America,31668949,7168.095774,538.9388595,272.0292644,13.77234964,196.6395,40.92045895,15.25856,0,0,,,,,,,,,
,1989,ARG,South America,32148134,7698.459242,515.9735441,246.7896619,14.90276818,206.559,34.14976421,13.2582,0,0,,,,,,,,,
,1990,ARG,South America,32618651,8877.319798,509.5785992,233.4430894,12.26613219,197.32025,47.11356158,19.15461,0,0,,,,,,,,,
,1991,ARG,South America,33079000,9893.084177,515.517418,240.5023356,10.79401248,200.9185,42.62981368,20.41065,0,0,,,,,,,,,
,1992,ARG,South America,33529326,10344.45249,554.4296667,254.0439131,12.16816364,217.2565,52.05013291,18.64289,0,0,,,,,,,,,
,1993,ARG,South America,33970111,11156.28209,571.7800507,251.6274694,8.06998722,229.41275,61.98809144,20.39902,0,0,,,,,,,,,
,1994,ARG,South America,34402672,11387.70908,581.74011,243.2389122,7.06510699,235.83125,73.61259968,21.67832,0,0,,,,,,,,,
,1995,ARG,South America,34828170,12163.68136,605.5834419,241.9011861,7.414152414,262.47775,74.88979266,18.59637,0,0,,,,,,,,,
,1996,ARG,South America,35246374,12356.4239,649.2325237,251.4241825,7.766816144,301.18325,68.27679426,19.63144,0,0.025310526,,,,,,,,,
,1997,ARG,South America,35657429,11919.7879,644.4973382,251.7288019,6.127714017,277.5515,86.92094631,20.95726,0,0.0384,,,,,,,,,
,1998,ARG,South America,36063459,11686.69581,668.4856838,257.2918011,8.237409362,296.70975,85.32049442,19.61981,4.47368E-05,0.085634211,,,,,,,,,
,1999,ARG,South America,36467218,11406.68981,654.4723212,239.5655147,9.885469541,314.701,69.81597554,18.70104,6.84211E-05,0.091528947,,,,,,,,,
,2000,ARG,South America,36870787,11814.5632,680.1464031,241.9766647,7.512647303,322.96725,89.56318448,16.25874,9.47368E-05,0.091468421,,,,,,,,,
,2001,ARG,South America,37275652,12238.3862,672.1997576,233.1143019,6.15685228,302.35025,110.2717438,18.57311,0.000113158,0.129897368,,,,,,,,,
,2002,ARG,South America,37681749,12708.73096,640.7068306,214.8734658,4.586296492,294.37575,109.1238171,15.31671,0.000123684,0.193171053,,,,,,,,,
,2003,ARG,South America,38087868,22036.48411,688.6550791,221.1438922,5.593864633,336.2905,102.8423179,19.91056,0.000171053,0.205142105,,,,,,,,,
,2004,ARG,South America,38491972,23514.42031,726.7201435,232.6472844,9.51981942,368.09125,93.16547049,20.73629,0.000184211,0.190647368,,,,,,,,,
,2005,ARG,South America,38892931,26130.10182,775.7798291,247.2868366,10.96164495,392.89,103.5528708,18.07302,0.000213158,0.188735961,,,,,,,,,
,2006,ARG,South America,39289878,27097.61081,815.8156553,259.9601497,9.923820577,406.505,114.8,20.31842105,0.000236842,0.183263158,,,,,,,,,
,2007,ARG,South America,39684295,27486.23677,852.9581255,288.7588944,14.3603611,427.122,99.31842105,19.08947368,0.000286579,0.162086842,,,,,,,,,
,2008,ARG,South America,40080160,28866.80101,868.2759225,296.9551533,17.51606873,431.88725,97.89210526,19.45789474,0.000378158,0.110397574,,,,,,,,,
,2009,ARG,South America,40482788,28327.27087,852.3020689,290.8211697,9.620938058,418.3555827,107.3236842,21.53421053,0.000200221,0.096925075,,,,,,,,,
,2010,ARG,South America,40788453,28395.92466,897.632886,332.2558711,13.47208005,420.8741656,106.6921053,18.97368421,0.000226026,0.066714753,,,,,,,,,
,2011,ARG,South America,41261490,30278.36692,915.5681227,335.5531422,14.61864526,438.3978869,104.3184211,16.84210526,0.004247368,0.069975132,,,,,,,,,
,2012,ARG,South America,41733271,30713.70528,942.2604514,350.6074497,13.66918058,456.6420934,97.04210526,16.84736842,0.021507807,0.973321051,,,,,,,,,
,2013,ARG,South America,42202935,31472.09897,982.6040098,376.2489253,14.93930272,460.2768897,107.1052632,16.33421053,0.039668629,1.193039147,,,,,,,,,
,2014,ARG,South America,42669500,30627.23863,978.4022982,371.1832639,15.8917166,461.5497906,107.5368421,14.51052632,0.041957895,1.630239474,,,,,,,,,
,2015,ARG,South America,43131966,28552.19048,1001.330203,382.6846638,15.81412928,466.5256827,109.9234211,18.52368421,0.038639474,1.561407797,,,,,,,,,
,2016,ARG,South America,43590368,28443.40766,999.2181065,375.8124219,12.18864135,482.1001119,100.669456,21.80263158,0.037560526,1.440418421,,,,,,,,,
,2017,ARG,South America,44044811,28006.37972,1001.385725,372.5901066,12.52528818,483.0002855,109.3236278,16.02105263,0.043202632,1.609386842,,,,,,,,,
,2018,ARG,South America,44494502,29485.62093,989.1598669,350.2232473,14.15784093,487.0423968,109.6038279,18.08579684,0.284548758,3.717631011,,,,,,,,,
Armenia,1960,ARM,Asia,1874121,28768.02989,,,,,,,,,,,,,,,,,
,1961,ARM,Asia,1941492,29445.03053,,,,,,,,,,,,,,,,,
,1962,ARM,Asia,2009526,31405.96356,,,,,,,,,,,,,,,,,
,1963,ARM,Asia,2077578,31588.835,,,,,,,,,,,,,,,,,
,1964,ARM,Asia,2145001,31827.2427,,,,,,,,,,,,,,,,,
,1965,ARM,Asia,2211319,32217.87159,,,,,,,,,,,,,,,,,
,1966,ARM,Asia,2276034,8537.929379,,,,,,,,,,,,,,,,,
,1967,ARM,Asia,2339127,9269.269617,,,,,,,,,,,,,,,,,
,1968,ARM,Asia,2401143,9446.158002,,,,,,,,,,,,,,,,,
,1969,ARM,Asia,2462928,9421.285655,,,,,,,,,,,,,,,,,
,1970,ARM,Asia,2525068,9590.730202,,,,,,,,,,,,,,,,,
,1971,ARM,Asia,2587708,8706.766601,,,,,,,,,,,,,,,,,
,1972,ARM,Asia,2650486,7041.601959,,,,,,,,,,,,,,,,,
,1973,ARM,Asia,2712786,7555.100464,,,,,,,,,,,,,,,,,
,1974,ARM,Asia,2773748,7958.747925,,,,,,,,,,,,,,,,,
,1975,ARM,Asia,2832759,8030.904659,,,,,,,,,,,,,,,,,
,1976,ARM,Asia,2889579,8528.983334,,,,,,,,,,,,,,,,,
,1977,ARM,Asia,2944383,9055.679936,,,,,,,,,,,,,,,,,
,1978,ARM,Asia,2997417,9082.758533,,,,,,,,,,,,,,,,,
,1979,ARM,Asia,3049109,9698.189063,,,,,,,,,,,,,,,,,
,1980,ARM,Asia,3099754,10130.50523,,,,,,,,,,,,,,,,,
,1981,ARM,Asia,3148096,10376.9717,,,,,,,,,,,,,,,,,
,1982,ARM,Asia,3193689,10544.70357,,,,,,,,,,,,,,,,,
,1983,ARM,Asia,3238595,10672.16601,,,,,,,,,,,,,,,,,
,1984,ARM,Asia,3285599,10076.22062,,,,,,,,,,,,,,,,,
,1985,ARM,Asia,3335940,10401.54581,,,,,,,,,,,,,,,,,
,1986,ARM,Asia,3392264,13636.39623,,,,,,,,,,,,,,,,,
,1987,ARM,Asia,3451947,12868.26916,,,,,,,,,,,,,,,,,
,1988,ARM,Asia,3504659,13049.80322,,,,,,,,,,,,,,,,,
,1989,ARM,Asia,3536474,14222.0368,,,,,,,,,,,,,,,,,
,1990,ARM,Asia,3538171,15846.54414,,,,,,,,,,,,,,,,,
,1991,ARM,Asia,3505258,17959.25544,,,,,,,,,,,,,,,,,
,1992,ARM,Asia,3442817,19307.60966,,,,,,,,,,,,,,,,,
,1993,ARM,Asia,3363108,20976.54353,,,,,,,,,,,,,,,,,
,1994,ARM,Asia,3283667,23066.5099,,,,,,,,,,,,,,,,,
,1995,ARM,Asia,3217348,19355.90467,,,,,,,,,,,,,,,,,
,1996,ARM,Asia,3168221,20722.13729,,,,,,,,,,,,,,,,,
,1997,ARM,Asia,3133089,22514.25875,,,,,,,,,,,,,,,,,
,1998,ARM,Asia,3108687,23654.37185,,,,,,,,,,,,,,,,,
,1999,ARM,Asia,3089022,24744.35763,,,,,,,,,,,,,,,,,
,2000,ARM,Asia,3069591,24989.38021,,,,,,,,,,,,,,,,,
,2001,ARM,Asia,3050687,22688.96379,,,,,,,,,,,,,,,,,
,2002,ARM,Asia,3033978,22619.11667,,,,,,,,,,,,,,,,,
,2003,ARM,Asia,3017932,23715.48275,,,,,,,,,,,,,,,,,
,2004,ARM,Asia,3000720,24050.75751,,,,,,,,,,,,,,,,,
,2005,ARM,Asia,2981269,89.03524128,,,,,,,,,,,,,,,,,
,2006,ARM,Asia,2958307,97.59527391,,,,,,,,,,,,,,,,,
,2007,ARM,Asia,2932618,100.1221158,,,,,,,,,,,,,,,,,
,2008,ARM,Asia,2907618,101.9014145,,,,,,,,,,,,,,,,,
,2009,ARM,Asia,2888092,100.2211135,,,,,,,,,,,,,,,,,
,2010,ARM,Asia,2877319,106.6466482,,,,,,,,,,,,,,,,,
,2011,ARM,Asia,2876538,112.6653588,,,,,,,,,,,,,,,,,
,2012,ARM,Asia,2884229,122.8706306,,,,,,,,,,,,,,,,,
,2013,ARM,Asia,2897584,122.8475935,,,,,,,,,,,,,,,,,
,2014,ARM,Asia,2912403,135.1473813,,,,,,,,,,,,,,,,,
,2015,ARM,Asia,2925553,140.002714,,,,,,,,,,,,,,,,,
,2016,ARM,Asia,2936146,133.551423,,,,,,,,,,,,,,,,,
,2017,ARM,Asia,2944809,94.38167846,,,,,,,,,,,,,,,,,
,2018,ARM,Asia,2951776,119.5597434,,,,,,,,,,,,,,,,,
Aruba,1960,ABW,North America,54211,182.0199894,,,,,,,,,,,,,,,,,
,1961,ABW,North America,55438,277.5706409,,,,,,,,,,,,,,,,,
,1962,ABW,North America,56225,141.1971688,,,,,,,,,,,,,,,,,
,1963,ABW,North America,56695,131.3732434,,,,,,,,,,,,,,,,,
,1964,ABW,North America,57032,176.0339498,,,,,,,,,,,,,,,,,
,1965,ABW,North America,57360,200.7696641,,,,,,,,,,,,,,,,,
,1966,ABW,North America,57715,227.7519465,,,,,,,,,,,,,,,,,
,1967,ABW,North America,58055,247.6496198,,,,,,,,,,,,,,,,,
,1968,ABW,North America,58386,220.7188101,,,,,,,,,,,,,,,,,
,1969,ABW,North America,58726,204.4176782,,,,,,,,,,,,,,,,,
,1970,ABW,North America,59063,213.9966579,,,,,,,,,,,,,,,,,
,1971,ABW,North America,59440,245.4539042,,,,,,,,,,,,,,,,,
,1972,ABW,North America,59840,233.6580471,,,,,,,,,,,,,,,,,
,1973,ABW,North America,60243,253.9744631,,,,,,,,,,,,,,,,,
,1974,ABW,North America,60528,270.6996009,,,,,,,,,,,,,,,,,
,1975,ABW,North America,60657,285.829214,,,,,,,,,,,,,,,,,
,1976,ABW,North America,60586,306.2687038,,,,,,,,,,,,,,,,,
,1977,ABW,North America,60366,293.1604155,,,,,,,,,,,,,,,,,
,1978,ABW,North America,60103,293.6449985,,,,,,,,,,,,,,,,,
,1979,ABW,North America,59980,300.5557532,,,,,,,,,,,,,,,,,
,1980,ABW,North America,60096,299.5330397,,,,,,,,,,,,,,,,,
,1981,ABW,North America,60567,329.4240846,,,,,,,,,,,,,,,,,
,1982,ABW,North America,61345,394.7174751,,,,,,,,,,,,,,,,,
,1983,ABW,North America,62201,401.4986908,,,,,,,,,,,,,,,,,
,1984,ABW,North America,62836,407.4291862,,,,,,,,,,,,,,,,,
,1985,ABW,North America,63026,409.5431969,,,,,,,,,,,,,,,,,
,1986,ABW,North America,62644,418.0689683,,,,,,,,,,,,,,,,,
,1987,ABW,North America,61833,415.0344266,,,,,,,,,,,,,,,,,
,1988,ABW,North America,61079,413.0802546,,,,,,,,,,,,,,,,,
,1989,ABW,North America,61032,446.3106592,,,,,,,,,,,,,,,,,
,1990,ABW,North America,62149,475.2919198,,,,,,,,,,,,,,,,,
,1991,ABW,North America,64622,499.4619402,,,,,,,,,,,,,,,,,
,1992,ABW,North America,68235,509.6401429,,,,,,,,,,,,,,,,,
,1993,ABW,North America,72504,558.0518603,,,,,,,,,,,,,,,,,
,1994,ABW,North America,76700,634.9870565,,,,,,,,,,,,,,,,,
,1995,ABW,North America,80324,702.26441,,,,,,,,,,,,,,,,,
,1996,ABW,North America,83200,781.1535936,,,,,,,,,,,,,,,,,
,1997,ABW,North America,85451,861.7584443,,,,,,,,,,,,,,,,,
,1998,ABW,North America,87277,883.1050005,,,,,,,,,,,,,,,,,
,1999,ABW,North America,89005,981.8398792,,,,,,,,,,,,,,,,,
,2000,ABW,North America,90853,1118.853663,,,,,,,,,,,,,,,,,
,2001,ABW,North America,92898,1248.453398,,,,,,,,,,,,,,,,,
,2002,ABW,North America,94992,1401.620628,,,,,,,,,,,,,,,,,
,2003,ABW,North America,97017,1563.994082,,,,,,,,,,,,,,,,,
,2004,ABW,North America,98737,1698.262802,,,,,,,,,,,,,,,,,
,2005,ABW,North America,100031,1274.543163,,,,,,,,,,,,,,,,,
,2006,ABW,North America,100834,1633.849562,,,,,,,,,,,,,,,,,
,2007,ABW,North America,101222,1760.667205,,,,,,,,,,,,,,,,,
,2008,ABW,North America,101358,1988.84725,,,,,,,,,,,,,,,,,
,2009,ABW,North America,101455,2209.740519,,,,,,,,,,,,,,,,,
,2010,ABW,North America,101669,2667.03714,,,,,,,,,,,,,,,,,
,2011,ABW,North America,102046,3408.911477,,,,,,,,,,,,,,,,,
,2012,ABW,North America,102560,3738.480896,,,,,,,,,,,,,,,,,
,2013,ABW,North America,103159,3894.057172,,,,,,,,,,,,,,,,,
,2014,ABW,North America,103774,4123.092895,,,,,,,,,,,,,,,,,
,2015,ABW,North America,104341,4481.192104,,,,,,,,,,,,,,,,,
,2016,ABW,North America,104872,4676.170335,,,,,,,,,,,,,,,,,
,2017,ABW,North America,105366,5117.000958,,,,,,,,,,,,,,,,,
,2018,ABW,North America,105845,5614.760004,,,,,,,,,,,,,,,,,
Asia Pacific,1960,,Asia,,5949.925859,,,,,,,,,,,,,,,,,
,1961,,Asia,,6554.824664,,,,,,,,,,,,,,,,,
,1962,,Asia,,7754.078594,,,,,,,,,,,,,,,,,
,1963,,Asia,,7663.503291,,,,,,,,,,,,,,,,,
,1964,,Asia,,7421.087468,,,,,,,,,,,,,,,,,
,1965,,Asia,,7754.417002,5135.237611,1898.022802,2780.382545,56.23196776,396.2042008,0.06978,0,0,,,,,,,,,
,1966,,Asia,,8121.374224,5615.956193,2187.145991,2931.152499,62.38925306,429.9678455,0.97692,0,0,,,,,,,,,
,1967,,Asia,,8505.084959,5885.708836,2549.089253,2853.924592,71.39151204,405.3231513,2.23296,0,0,,,,,,,,,
,1968,,Asia,,9031.574423,6327.740059,2914.830715,2896.290723,77.81803058,432.7549002,1.89569,0,0,,,,,,,,,
,1969,,Asia,,9505.667594,7208.32113,3385.896905,3249.684285,102.6004244,461.535056,4.37288,0,0,,,,,,,,,
,1970,,Asia,,10672.39175,8197.829938,3936.745821,3630.577208,142.3247254,471.3649266,12.14172,0,0,,,,,,,,,
,1971,,Asia,,11137.25495,8971.673288,4377.582178,3886.211356,169.5509092,512.3471366,21.36431,0,0,,,,,,,,,
,1972,,Asia,,11496.6024,9512.956348,4714.086805,4035.867678,196.415264,535.8132171,26.07446,0,0,,,,,,,,,
,1973,,Asia,,11437.24771,10293.73939,5363.043251,4133.430034,242.4114608,518.8921902,31.13351,0,0,,,,,,,,,
,1974,,Asia,,11592.20993,10492.02743,5328.038648,4233.94174,302.225378,566.2193794,55.03316,0,0,,,,,,,,,
,1975,,Asia,,11937.67338,10885.76686,5302.93598,4556.575758,350.9871089,603.8992449,64.38368,0,0,,,,,,,,,
,1976,,Asia,,12766.27047,11435.3144,5640.450554,4664.742763,405.8474058,612.4001952,105.06542,0,0,,,,,,,,,
,1977,,Asia,,14104.14623,12063.52207,5907.573345,4974.512512,499.9435242,594.2727561,80.31876842,0,0,,,,,,,,,
,1978,,Asia,,15199.28066,12865.55299,6264.634431,5218.075913,599.9441429,618.7282696,156.4926789,0,0,,,,,,,,,
,1979,,Asia,,16770.74794,13462.98003,6431.010704,5470.841795,685.5563702,671.5072467,194.2930742,0,0,,,,,,,,,
,1980,,Asia,,17092.31459,13584.49201,6083.01769,5782.600438,735.6523987,714.7962911,254.8108953,0,0,,,,,,,,,
,1981,,Asia,,15886.13929,13665.63454,5901.313681,5973.652787,743.8641189,760.2550046,267.9385137,0,0,,,,,,,,,
,1982,,Asia,,16056.11684,13802.4536,5737.781677,6182.85342,775.2192768,736.3133815,328.3071779,0,0,,,,,,,,,
,1983,,Asia,,16459.05801,14428.21403,5821.583316,6545.106966,854.3617879,791.1766513,368.4384542,0,0,,,,,,,,,
,1984,,Asia,,16249.89778,15429.01462,6042.672744,7111.992684,999.6186238,782.0108825,440.7666968,0,0,,,,,,,,,
,1985,,Asia,,16452.03696,16233.67888,6025.099501,7673.257557,1085.976329,842.1395374,552.4915163,0,0,,,,,,,,,
,1986,,Asia,,16488.52576,16929.3231,6259.528522,7967.968891,1186.078684,863.4891854,595.1791579,0,0,,,,,,,,,
,1987,,Asia,,16561.87352,17883.15433,6461.657161,8542.295303,1259.388991,860.1203354,701.7721453,0,0,,,,,,,,,
,1988,,Asia,,16936.90604,19186.861,7016.312295,9153.144031,1342.400158,951.9869006,660.3157595,0,0,,,,,,,,,
,1989,,Asia,,17431.60292,20232.26838,7448.286798,9566.153147,1429.75633,1020.898819,698.9381153,0,0,,,,,,,,,
,1990,,Asia,,17949.28151,21068.68323,7906.953379,9771.201391,1520.020107,1057.027913,755.6276442,0.010526316,0.085061138,,,,,,,,,
